date,open,high,low,close,volume
2019-02-19,1230.24,1232.22,1228.27,1229.77,1613286
2019-02-20,1224.32,1233.12,1215.51,1228.04,582599
2019-02-21,1215.22,1218.11,1212.33,1213.02,1899095
2019-02-22,1196.78,1199.23,1194.33,1198.47,927521
2019-02-25,1204.05,1214.42,1193.69,1210.59,1338728
2019-02-26,1230.81,1241.12,1220.5,1224.53,1425667
2019-02-27,1232.54,1239.41,1225.67,1234.92,1359550
2019-02-28,1218.88,1225.05,1212.7,1223.02,1243414
2019-03-01,1230.38,1235.73,1225.03,1227.65,1012058
2019-03-04,1229.9,1231.96,1227.84,1230.17,1330517
2019-03-05,1234.46,1235.49,1233.44,1234.58,1819854
2019-03-06,1252.12,1257.22,1247.02,1251.2,840570
2019-03-07,1256.85,1261.38,1252.33,1255.78,1070666
2019-03-08,1270.71,1273.79,1267.62,1269.02,442144
2019-03-11,1275.33,1285.38,1265.29,1270.69,774614
2019-03-12,1277.41,1282.12,1272.71,1276.59,1566890
2019-03-13,1288.23,1289.28,1287.19,1289.12,1316712
2019-03-14,1261.8,1262.31,1261.3,1261.63,501177
2019-03-15,1252.78,1256.04,1249.51,1255.97,1137665
2019-03-18,1247.9,1248.43,1247.38,1247.52,1642726
2019-03-19,1234.46,1236.13,1232.78,1235.99,335637
2019-03-20,1235.32,1239.37,1231.27,1231.27,217702
2019-03-21,1263.36,1267.96,1258.76,1259.57,846178
2019-03-22,1246.43,1251.54,1241.32,1243.69,1347440
2019-03-25,1261.52,1262.39,1260.65,1262.26,695318
2019-03-26,1230.2,1235.95,1224.45,1231.17,1659963
2019-03-27,1221.97,1229.82,1214.12,1225.37,1708984
2019-03-28,1233.84,1239.35,1228.33,1228.73,1111786
2019-03-29,1242.31,1250.16,1234.47,1239.95,819800
2019-04-01,1257.39,1262.15,1252.62,1253.63,179260
2019-04-02,1270.12,1276.09,1264.16,1269.02,1660954
2019-04-03,1260.45,1270.54,1250.36,1262.77,1801036
2019-04-04,1254.1,1259.47,1248.72,1254.42,940540
2019-04-05,1270.52,1278.71,1262.32,1271.05,1081289
2019-04-08,1266.28,1270.17,1262.38,1267.79,1531651
2019-04-09,1241.43,1248.89,1233.98,1244.14,1421204
2019-04-10,1225.91,1229.38,1222.44,1223.53,357035
2019-04-11,1204.67,1210.62,1198.71,1207.14,1377393
2019-04-12,1217.76,1220.74,1214.77,1216.54,1856835
2019-04-15,1221.91,1230.93,1212.88,1219.5,1526302
2019-04-16,1235.91,1242.59,1229.23,1232.57,1013063
2019-04-17,1228.46,1240.17,1216.75,1225.06,1094006
2019-04-18,1228.11,1228.86,1227.36,1228.35,593616
2019-04-19,1235.8,1241.76,1229.84,1240.3,1355442
2019-04-22,1234.44,1243.28,1225.61,1234.93,558830
2019-04-23,1242.6,1246.87,1238.32,1243.79,749531
2019-04-24,1235.01,1242.03,1227.98,1231.87,603646
2019-04-25,1226.62,1229.76,1223.49,1225.55,737108
2019-04-26,1221.06,1223.41,1218.71,1218.92,796775
2019-04-29,1193.77,1200.7,1186.84,1197.61,257657
2019-04-30,1203.49,1208.39,1198.58,1206.75,1463287
2019-05-01,1201.59,1209.9,1193.28,1198.64,937887
2019-05-02,1198.02,1200.08,1195.96,1199.23,1904245
2019-05-03,1208.48,1213.48,1203.48,1208.27,443682
2019-05-06,1219.82,1225.71,1213.94,1216.76,1371171
2019-05-07,1232.42,1243.23,1221.6,1229.33,440457
2019-05-08,1228.77,1234.04,1223.51,1227.88,1139615
2019-05-09,1217.37,1221.8,1212.94,1220.48,1032672
2019-05-10,1217.52,1225.33,1209.71,1219.38,952335
2019-05-13,1190.45,1195.27,1185.63,1189.27,1343954
2019-05-14,1168.03,1173.29,1162.78,1164.08,1673569
2019-05-15,1139.48,1141.99,1136.98,1141.55,701771
2019-05-16,1118.57,1126.04,1111.09,1124.94,1714348
2019-05-17,1130.32,1132.56,1128.07,1132.05,451217
2019-05-20,1116.81,1118.12,1115.51,1117.11,656771
2019-05-21,1113.19,1117.21,1109.18,1111.12,690273
2019-05-22,1132.05,1137.05,1127.06,1133.33,1911498
2019-05-23,1129.68,1133.56,1125.79,1127.63,325288
2019-05-24,1139.52,1142.74,1136.29,1140.51,850719
2019-05-27,1126.83,1130.13,1123.54,1124.99,906430
2019-05-28,1120.61,1121.97,1119.24,1121.87,1620148
2019-05-29,1112.17,1120.87,1103.48,1106.32,1023209
2019-05-30,1102.71,1107.47,1097.95,1101.04,1936957
2019-05-31,1115.96,1124.61,1107.32,1115.34,1506607
2019-06-03,1090.08,1096.75,1083.41,1087.14,1436950
2019-06-04,1094.24,1097.05,1091.43,1094.58,1530546
2019-06-05,1101.4,1113.26,1089.53,1098.82,406946
2019-06-06,1089.56,1097.0,1082.13,1089.39,953197
2019-06-07,1068.45,1073.65,1063.25,1066.34,1213660
2019-06-10,1068.46,1070.1,1066.82,1067.81,496103
2019-06-11,1060.09,1060.65,1059.53,1059.68,325676
2019-06-12,1062.87,1064.72,1061.02,1063.71,357956
2019-06-13,1065.87,1068.58,1063.15,1064.38,1599369
2019-06-14,1089.39,1100.41,1078.37,1090.59,1348074
2019-06-17,1086.23,1090.16,1082.31,1087.0,634498
2019-06-18,1070.07,1073.5,1066.64,1070.76,1500692
2019-06-19,1074.84,1080.54,1069.13,1073.97,1420908
2019-06-20,1075.67,1084.96,1066.38,1077.84,1651353
2019-06-21,1103.1,1106.18,1100.03,1100.37,1829170
2019-06-24,1116.73,1120.96,1112.49,1114.58,1776244
2019-06-25,1121.25,1121.62,1120.88,1120.9,443918
2019-06-26,1146.07,1149.15,1143.0,1146.12,1561589
2019-06-27,1127.05,1128.83,1125.27,1126.2,846429
2019-06-28,1111.25,1122.67,1099.83,1115.78,865932
2019-07-01,1097.53,1104.21,1090.84,1100.71,1329525
2019-07-02,1094.24,1096.35,1092.14,1094.62,1244157
2019-07-03,1069.87,1072.78,1066.95,1072.57,897351
2019-07-04,1088.91,1097.0,1080.82,1083.16,1999021
2019-07-05,1078.45,1084.45,1072.45,1079.88,432155
2019-07-08,1056.9,1064.67,1049.13,1056.63,284136
2019-07-09,1037.6,1042.35,1032.85,1040.97,155236
2019-07-10,1044.4,1050.17,1038.63,1046.19,1647054
2019-07-11,1062.18,1064.99,1059.37,1059.74,872536
2019-07-12,1096.68,1102.33,1091.02,1092.29,930951
2019-07-15,1138.89,1142.9,1134.87,1141.44,1333497
2019-07-16,1148.61,1152.86,1144.35,1148.9,927251
2019-07-17,1140.01,1147.74,1132.27,1132.31,1190569
2019-07-18,1098.91,1107.51,1090.31,1097.0,211063
2019-07-19,1100.59,1102.26,1098.91,1101.74,396858
2019-07-22,1085.22,1089.77,1080.67,1088.72,1870871
2019-07-23,1080.32,1082.68,1077.96,1082.28,956317
2019-07-24,1072.37,1077.59,1067.14,1072.71,418034
2019-07-25,1069.6,1072.35,1066.85,1070.77,801994
2019-07-26,1085.24,1088.38,1082.1,1088.35,736097
2019-07-29,1092.87,1101.44,1084.31,1091.25,620984
2019-07-30,1088.96,1090.54,1087.38,1088.98,657864
2019-07-31,1076.49,1086.99,1065.99,1072.52,1485615
2019-08-01,1047.16,1048.79,1045.53,1046.22,302857
2019-08-02,1041.26,1050.28,1032.24,1038.93,688338
2019-08-05,1040.0,1042.34,1037.67,1038.41,989107
2019-08-06,1069.48,1073.9,1065.06,1066.63,1126269
2019-08-07,1066.11,1070.77,1061.44,1069.04,1772961
2019-08-08,1080.63,1087.7,1073.56,1085.24,1854124
2019-08-09,1076.48,1082.1,1070.86,1077.47,665084
2019-08-12,1059.38,1066.15,1052.61,1058.8,1124624
2019-08-13,1041.48,1046.19,1036.76,1043.9,142474
2019-08-14,1032.68,1037.49,1027.87,1032.91,1272343
2019-08-15,1068.89,1071.86,1065.91,1066.74,390513
2019-08-16,1056.08,1059.41,1052.75,1054.0,239167
2019-08-19,1071.23,1074.96,1067.51,1067.66,1376269
2019-08-20,1046.96,1056.29,1037.62,1053.61,438454
2019-08-21,1070.28,1076.91,1063.65,1068.76,1007013
2019-08-22,1076.14,1077.35,1074.92,1075.27,291807
2019-08-23,1075.74,1083.05,1068.42,1073.07,1516774
2019-08-26,1071.65,1073.85,1069.46,1072.73,1553144
2019-08-27,1058.14,1063.83,1052.45,1062.57,1192135
2019-08-28,1076.0,1083.37,1068.62,1070.02,1688250
2019-08-29,1063.48,1068.68,1058.27,1063.06,929924
2019-08-30,1040.21,1044.06,1036.36,1044.01,454265
2019-09-02,1027.88,1035.28,1020.48,1024.5,387534
2019-09-03,1028.37,1031.83,1024.92,1027.46,516616
2019-09-04,1053.86,1057.47,1050.24,1052.4,480583
2019-09-05,1055.7,1057.96,1053.43,1055.25,714093
2019-09-06,1055.14,1057.53,1052.76,1053.69,507243
2019-09-09,1061.52,1064.76,1058.27,1058.53,1223047
2019-09-10,1075.83,1082.01,1069.65,1079.8,381887
2019-09-11,1086.35,1090.61,1082.1,1083.68,1281412
2019-09-12,1078.93,1082.59,1075.27,1077.34,734790
2019-09-13,1097.38,1099.69,1095.06,1095.7,1404832
2019-09-16,1100.56,1106.29,1094.83,1103.1,1074553
2019-09-17,1126.72,1130.37,1123.07,1129.15,1819866
2019-09-18,1130.94,1134.73,1127.16,1132.59,935766
2019-09-19,1112.54,1113.55,1111.52,1112.31,660576
2019-09-20,1089.22,1093.71,1084.74,1090.05,1219325
2019-09-23,1117.16,1117.97,1116.35,1117.71,1351642
2019-09-24,1148.95,1151.37,1146.53,1147.33,934555
2019-09-25,1142.74,1148.73,1136.75,1144.59,1163473
2019-09-26,1136.88,1142.64,1131.12,1138.37,994644
2019-09-27,1165.49,1170.42,1160.56,1163.95,681090
2019-09-30,1146.06,1149.6,1142.52,1145.13,695773
2019-10-01,1129.23,1131.14,1127.32,1130.2,1824088
2019-10-02,1136.07,1142.78,1129.37,1141.5,1383135
2019-10-03,1135.7,1144.9,1126.5,1135.1,281418
2019-10-04,1135.51,1139.5,1131.51,1135.36,1927951
2019-10-07,1130.69,1133.98,1127.39,1132.92,1452801
2019-10-08,1140.9,1144.13,1137.68,1139.01,195313
2019-10-09,1168.53,1173.6,1163.46,1163.66,1482960
2019-10-10,1166.57,1167.67,1165.47,1165.59,1220285
2019-10-11,1183.92,1191.37,1176.47,1177.26,1839120
2019-10-14,1142.31,1144.99,1139.63,1141.95,1029805
2019-10-15,1142.41,1144.13,1140.69,1141.46,1085303
2019-10-16,1127.13,1132.79,1121.46,1127.45,697953
2019-10-17,1107.68,1114.53,1100.82,1107.36,711082
2019-10-18,1094.41,1101.93,1086.89,1093.19,1274050
2019-10-21,1088.16,1095.03,1081.29,1088.06,1672707
2019-10-22,1101.97,1106.8,1097.14,1103.44,1792272
2019-10-23,1080.99,1083.73,1078.24,1082.03,1564539
2019-10-24,1084.57,1092.12,1077.02,1082.85,1258565
2019-10-25,1073.87,1075.79,1071.94,1075.33,1050599
2019-10-28,1073.39,1078.6,1068.19,1070.38,745251
2019-10-29,1088.52,1091.65,1085.39,1086.93,1558929
2019-10-30,1096.36,1108.95,1083.78,1096.07,704475
2019-10-31,1112.58,1119.54,1105.61,1118.61,608963
2019-11-01,1113.42,1117.54,1109.3,1116.36,1748944
2019-11-04,1097.17,1105.23,1089.11,1105.1,1220062
2019-11-05,1104.38,1109.87,1098.89,1101.72,773018
2019-11-06,1106.67,1114.91,1098.43,1106.07,1743848
2019-11-07,1106.17,1110.61,1101.73,1109.34,1929096
2019-11-08,1094.87,1101.24,1088.51,1091.77,704170
2019-11-11,1093.92,1099.14,1088.69,1093.58,1090692
2019-11-12,1099.48,1102.9,1096.05,1097.66,1018744
2019-11-13,1139.54,1144.28,1134.8,1140.24,1433133
2019-11-14,1175.35,1181.25,1169.45,1173.15,1906985
2019-11-15,1156.17,1163.01,1149.33,1158.58,1142205
2019-11-18,1159.52,1167.84,1151.2,1153.94,1616602
2019-11-19,1130.15,1132.38,1127.91,1129.22,1231646
2019-11-20,1118.63,1126.03,1111.22,1119.6,1785374
2019-11-21,1126.11,1132.49,1119.73,1125.25,868717
2019-11-22,1144.41,1149.17,1139.65,1146.13,831969
2019-11-25,1138.69,1144.87,1132.5,1134.01,902597
2019-11-26,1121.85,1124.05,1119.65,1123.27,1993359
2019-11-27,1090.91,1094.74,1087.08,1087.99,1261738
2019-11-28,1086.8,1089.12,1084.47,1085.67,389874
2019-11-29,1066.44,1070.4,1062.48,1068.82,177697
2019-12-02,1061.72,1070.04,1053.39,1060.69,1085664
2019-12-03,1046.93,1048.0,1045.86,1047.14,1630823
2019-12-04,1044.8,1053.2,1036.4,1045.98,1010619
2019-12-05,1015.58,1021.12,1010.05,1019.06,1164398
2019-12-06,997.95,1001.92,993.97,997.18,1617021
2019-12-09,1030.82,1033.95,1027.68,1029.85,1081054
2019-12-10,1008.42,1016.36,1000.48,1010.46,1826373
2019-12-11,994.23,995.88,992.58,994.27,1312075
2019-12-12,1021.47,1023.28,1019.66,1022.35,1489164
2019-12-13,1068.14,1068.39,1067.89,1068.21,1584782
2019-12-16,1051.19,1055.04,1047.34,1049.92,1290950
2019-12-17,1042.25,1045.64,1038.86,1044.45,195125
2019-12-18,1048.28,1051.85,1044.7,1050.13,912115
2019-12-19,1080.16,1084.35,1075.97,1078.03,368823
2019-12-20,1056.54,1068.94,1044.13,1062.51,1069619
2019-12-23,1057.79,1060.27,1055.3,1058.93,372015
2019-12-24,1069.39,1071.71,1067.08,1071.67,1067670
2019-12-25,1078.01,1081.92,1074.09,1079.01,753294
2019-12-26,1069.2,1075.49,1062.9,1073.26,138700
2019-12-27,1072.18,1075.43,1068.94,1071.43,337261
2019-12-30,1048.74,1052.71,1044.77,1049.87,1055787
2019-12-31,1043.28,1047.67,1038.89,1046.44,249753
2020-01-01,1043.85,1046.56,1041.13,1042.58,1726344
2020-01-02,1046.24,1049.47,1043.01,1046.53,1541521
2020-01-03,1037.21,1044.02,1030.4,1038.16,1447620
2020-01-06,1047.6,1052.05,1043.14,1045.84,427023
2020-01-07,1058.41,1064.43,1052.38,1062.17,1611846
2020-01-08,1062.99,1065.93,1060.06,1064.97,1305915
2020-01-09,1072.54,1074.89,1070.19,1070.92,841921
2020-01-10,1071.98,1074.17,1069.79,1072.1,100788
2020-01-13,1073.11,1078.07,1068.15,1072.42,1105049
2020-01-14,1061.61,1065.77,1057.45,1061.2,1612222
2020-01-15,1064.26,1068.86,1059.67,1066.57,163618
2020-01-16,1066.07,1072.94,1059.19,1065.33,199997
2020-01-17,1100.39,1109.61,1091.17,1099.64,827696
2020-01-20,1127.22,1130.44,1124.0,1126.24,1071990
2020-01-21,1135.63,1142.12,1129.13,1133.12,1001390
2020-01-22,1118.69,1121.94,1115.45,1120.56,909786
2020-01-23,1103.47,1107.58,1099.36,1102.34,584896
2020-01-24,1123.4,1124.25,1122.54,1122.55,213742
2020-01-27,1127.93,1128.91,1126.94,1127.32,159357
2020-01-28,1138.1,1142.75,1133.44,1135.81,287739
2020-01-29,1109.92,1117.57,1102.26,1106.81,1411775
2020-01-30,1125.56,1130.19,1120.93,1122.65,1593358
2020-01-31,1131.58,1133.98,1129.18,1130.67,926666
2020-02-03,1111.75,1112.63,1110.87,1112.32,247095
2020-02-04,1105.3,1110.27,1100.34,1104.82,889788
2020-02-05,1108.51,1115.13,1101.88,1109.53,1972720
2020-02-06,1110.03,1111.99,1108.08,1110.74,574974
2020-02-07,1105.84,1108.03,1103.65,1106.21,1033118
2020-02-10,1103.64,1109.12,1098.15,1104.83,1121877
2020-02-11,1102.89,1105.68,1100.1,1100.99,726880
2020-02-12,1103.05,1107.82,1098.29,1103.84,932250
2020-02-13,1126.61,1132.42,1120.79,1128.81,996305
2020-02-14,1091.51,1097.25,1085.76,1086.51,1000570
2020-02-17,1084.76,1086.59,1082.93,1082.98,1463594
2020-02-18,1085.92,1088.05,1083.78,1086.18,1203655
2020-02-19,1091.31,1099.7,1082.92,1091.34,201460
2020-02-20,1088.97,1094.63,1083.31,1085.59,112016
2020-02-21,1058.26,1063.08,1053.45,1057.68,880321
2020-02-24,1060.94,1063.68,1058.19,1063.21,1824622
2020-02-25,1096.01,1101.04,1090.98,1091.45,170099
2020-02-26,1063.26,1071.79,1054.74,1066.94,235066
2020-02-27,1081.71,1084.4,1079.02,1081.18,1390595
2020-02-28,1071.74,1077.17,1066.31,1076.19,956757
2020-03-02,1073.53,1075.61,1071.45,1075.52,538200
2020-03-03,1054.6,1062.63,1046.57,1058.99,494008
2020-03-04,1049.19,1054.78,1043.59,1054.0,1363512
2020-03-05,1070.05,1077.0,1063.09,1075.08,1095186
2020-03-06,1084.46,1087.44,1081.48,1084.84,1312635
2020-03-09,1110.86,1115.28,1106.43,1113.74,632437
2020-03-10,1135.65,1139.21,1132.1,1133.92,1100105
2020-03-11,1149.43,1160.68,1138.19,1141.76,1734012
2020-03-12,1173.85,1180.44,1167.25,1172.37,701512
2020-03-13,1181.88,1184.74,1179.03,1180.47,853083
2020-03-16,1195.83,1197.73,1193.93,1195.58,411111
2020-03-17,1189.67,1196.45,1182.9,1190.63,1313635
2020-03-18,1189.93,1194.84,1185.02,1192.18,161771
2020-03-19,1181.56,1186.98,1176.13,1180.12,572871
2020-03-20,1200.0,1207.57,1192.44,1198.13,1454813
2020-03-23,1178.98,1180.98,1176.97,1177.49,136871
2020-03-24,1195.29,1200.88,1189.69,1191.75,1979267
2020-03-25,1190.71,1200.26,1181.16,1188.71,867893
2020-03-26,1211.38,1222.18,1200.59,1210.14,857533
2020-03-27,1222.13,1228.95,1215.3,1224.21,1119324
2020-03-30,1262.01,1267.78,1256.25,1258.48,1314447
2020-03-31,1267.9,1277.95,1257.85,1272.73,973139
2020-04-01,1240.54,1246.12,1234.95,1243.45,1780074
2020-04-02,1238.61,1245.96,1231.25,1242.57,1927827
2020-04-03,1222.45,1223.62,1221.28,1221.28,480665
2020-04-06,1213.2,1216.33,1210.06,1212.19,1442994
2020-04-07,1238.62,1249.56,1227.69,1240.35,671734
2020-04-08,1251.71,1261.2,1242.22,1252.65,1991772
2020-04-09,1242.9,1248.47,1237.32,1239.96,581300
2020-04-10,1222.53,1224.1,1220.96,1221.61,660614
2020-04-13,1222.36,1223.78,1220.94,1222.58,1457053
2020-04-14,1202.16,1207.26,1197.07,1200.83,1599201
2020-04-15,1185.9,1194.53,1177.27,1189.16,344309
2020-04-16,1198.66,1207.13,1190.18,1195.1,1155561
2020-04-17,1216.12,1222.73,1209.5,1216.35,756779
2020-04-20,1226.41,1234.58,1218.24,1227.88,1262344
2020-04-21,1185.81,1189.44,1182.18,1186.75,1157787
2020-04-22,1189.93,1194.21,1185.65,1192.54,1973121
2020-04-23,1198.56,1203.56,1193.56,1194.19,1873967
2020-04-24,1196.29,1203.31,1189.27,1201.98,1342575
2020-04-27,1227.43,1233.66,1221.2,1231.85,1390889
2020-04-28,1193.14,1195.3,1190.97,1194.67,1807752
2020-04-29,1186.67,1194.38,1178.96,1184.48,448631
2020-04-30,1196.64,1200.98,1192.31,1195.38,1478925
2020-05-01,1166.04,1167.79,1164.29,1167.71,1566945
2020-05-04,1187.67,1195.18,1180.17,1194.2,342033
2020-05-05,1202.08,1208.19,1195.96,1201.18,1774489
2020-05-06,1218.16,1221.69,1214.63,1216.9,1428905
2020-05-07,1208.86,1215.09,1202.63,1206.88,759552
2020-05-08,1224.56,1229.11,1220.02,1222.07,1020199
2020-05-11,1242.5,1245.47,1239.53,1242.19,1030236
2020-05-12,1251.85,1264.28,1239.43,1246.91,1845716
2020-05-13,1248.2,1256.06,1240.35,1251.67,1941564
2020-05-14,1257.19,1259.01,1255.37,1257.14,1632985
2020-05-15,1240.61,1254.98,1226.24,1241.33,1339196
2020-05-18,1242.75,1248.82,1236.69,1238.96,297855
2020-05-19,1233.0,1238.33,1227.67,1236.5,1838165
2020-05-20,1244.87,1247.89,1241.85,1244.01,354439
2020-05-21,1263.29,1265.72,1260.85,1263.18,416935
2020-05-22,1245.21,1247.9,1242.51,1243.66,232260
2020-05-25,1241.02,1243.55,1238.48,1241.7,1900721
2020-05-26,1268.69,1271.96,1265.42,1269.98,1037165
2020-05-27,1258.83,1263.8,1253.86,1256.27,548339
2020-05-28,1242.05,1244.57,1239.54,1241.25,253466
2020-05-29,1247.38,1250.69,1244.08,1245.39,882784
2020-06-01,1253.67,1262.73,1244.61,1261.64,1474988
2020-06-02,1265.09,1269.91,1260.28,1262.24,1989665
2020-06-03,1286.25,1296.98,1275.51,1288.04,1149481
2020-06-04,1306.92,1310.08,1303.76,1305.09,1253551
2020-06-05,1320.97,1324.23,1317.72,1322.07,1688181
2020-06-08,1330.83,1334.3,1327.36,1333.51,1813479
2020-06-09,1384.94,1388.91,1380.98,1381.3,631611
2020-06-10,1377.52,1381.78,1373.27,1377.47,1984599
2020-06-11,1330.91,1338.01,1323.82,1337.09,1086367
2020-06-12,1373.52,1381.22,1365.81,1370.07,1867266
2020-06-15,1355.85,1362.73,1348.96,1361.1,323211
2020-06-16,1363.72,1370.81,1356.62,1363.72,285113
2020-06-17,1384.62,1392.15,1377.08,1391.19,1780759
2020-06-18,1359.6,1362.96,1356.24,1358.56,1377880
2020-06-19,1325.25,1335.41,1315.08,1333.69,432509
2020-06-22,1306.29,1310.72,1301.87,1302.43,1800350
2020-06-23,1286.65,1288.26,1285.03,1287.39,294488
2020-06-24,1297.47,1303.9,1291.05,1296.3,1396367
2020-06-25,1301.21,1313.34,1289.08,1306.92,489596
2020-06-26,1309.17,1313.61,1304.74,1312.74,234136
2020-06-29,1288.12,1291.06,1285.18,1285.6,1631839
2020-06-30,1239.59,1247.22,1231.95,1242.19,1710058
2020-07-01,1240.4,1243.99,1236.81,1243.58,301047
2020-07-02,1236.44,1252.31,1220.56,1235.18,276950
2020-07-03,1244.68,1252.41,1236.95,1244.09,1267412
2020-07-06,1259.11,1261.43,1256.79,1257.64,154548
2020-07-07,1262.72,1265.21,1260.23,1260.63,1517744
2020-07-08,1270.74,1276.06,1265.43,1275.46,1839752
2020-07-09,1277.3,1283.71,1270.89,1280.24,1527054
2020-07-10,1296.64,1303.27,1290.01,1290.85,538306
2020-07-13,1276.05,1281.73,1270.38,1277.66,461115
2020-07-14,1273.15,1289.28,1257.02,1274.6,1393141
2020-07-15,1278.78,1279.1,1278.46,1278.75,217085
2020-07-16,1297.05,1299.25,1294.84,1294.98,1121629
2020-07-17,1290.66,1296.91,1284.4,1287.74,952732
2020-07-20,1294.5,1299.77,1289.23,1298.24,1514729
2020-07-21,1293.5,1294.63,1292.38,1293.46,484722
2020-07-22,1296.88,1303.68,1290.07,1291.57,1548419
2020-07-23,1306.77,1314.94,1298.6,1308.13,1428614
2020-07-24,1268.42,1271.8,1265.04,1269.98,553556
2020-07-27,1242.68,1249.71,1235.65,1245.9,777716
2020-07-28,1217.96,1222.08,1213.84,1218.87,225428
2020-07-29,1172.24,1178.37,1166.1,1177.29,953772
2020-07-30,1163.76,1166.47,1161.05,1165.73,595140
2020-07-31,1181.16,1185.19,1177.12,1179.26,315621
2020-08-03,1176.66,1180.09,1173.23,1174.58,1163833
2020-08-04,1181.47,1186.95,1175.99,1178.43,1178345
2020-08-05,1197.78,1204.17,1191.39,1198.2,263294
2020-08-06,1220.54,1224.27,1216.81,1222.66,452495
2020-08-07,1227.51,1235.95,1219.07,1221.76,256940
2020-08-10,1249.86,1256.72,1243.0,1247.2,1390072
2020-08-11,1249.91,1252.41,1247.42,1249.3,742259
2020-08-12,1232.74,1237.41,1228.08,1234.07,235220
2020-08-13,1221.34,1224.28,1218.41,1223.49,463922
2020-08-14,1196.12,1199.81,1192.44,1196.97,1954199
2020-08-17,1178.37,1184.07,1172.68,1181.49,585932
2020-08-18,1173.81,1177.33,1170.3,1175.51,1400601
2020-08-19,1189.62,1192.32,1186.92,1190.12,990031
2020-08-20,1221.25,1222.74,1219.75,1221.61,445286
2020-08-21,1198.72,1203.14,1194.3,1196.9,684033
2020-08-24,1203.7,1205.04,1202.36,1204.34,126779
2020-08-25,1185.02,1193.84,1176.2,1186.04,1519276
2020-08-26,1196.93,1200.66,1193.2,1194.87,735479
2020-08-27,1192.05,1194.14,1189.96,1192.89,1048562
2020-08-28,1161.87,1163.36,1160.38,1160.92,390345
2020-08-31,1177.29,1180.56,1174.01,1177.55,1666002
2020-09-01,1167.22,1167.33,1167.11,1167.26,514981
2020-09-02,1161.17,1169.17,1153.17,1158.3,1175938
2020-09-03,1140.16,1145.37,1134.94,1140.2,1758225
2020-09-04,1128.34,1134.56,1122.13,1129.41,1455073
2020-09-07,1134.88,1143.11,1126.65,1137.02,1246088
2020-09-08,1131.24,1136.26,1126.22,1134.14,1787273
2020-09-09,1139.07,1141.09,1137.04,1140.08,435269
2020-09-10,1147.24,1150.73,1143.75,1146.63,1930750
2020-09-11,1169.25,1170.46,1168.03,1169.93,1157652
2020-09-14,1167.89,1171.8,1163.98,1164.28,878727
2020-09-15,1138.07,1141.24,1134.9,1139.11,585983
2020-09-16,1158.35,1159.11,1157.6,1157.84,1515358
2020-09-17,1152.96,1153.92,1152.01,1152.44,1954781
2020-09-18,1171.91,1173.19,1170.63,1172.22,1411214
2020-09-21,1183.51,1188.18,1178.84,1179.34,162238
2020-09-22,1175.75,1183.43,1168.08,1177.37,991265
2020-09-23,1188.37,1196.39,1180.35,1183.9,1491405
2020-09-24,1218.8,1235.69,1201.92,1219.43,855128
2020-09-25,1258.58,1262.36,1254.8,1258.39,1568694
2020-09-28,1261.22,1263.05,1259.39,1260.08,1443851
2020-09-29,1264.67,1268.4,1260.94,1263.49,227609
2020-09-30,1283.54,1286.87,1280.22,1284.44,1160138
2020-10-01,1266.71,1270.09,1263.33,1268.63,426551
