date,open,high,low,close,volume
2019-02-21,1421.05,1424.43,1417.67,1418.48,1899095
2019-02-22,1399.49,1402.35,1396.62,1401.47,927521
2019-02-25,1407.99,1420.11,1395.87,1415.63,1338728
2019-02-26,1439.28,1451.34,1427.23,1431.93,1425667
2019-02-27,1441.3,1449.33,1433.27,1444.08,1359550
2019-02-28,1425.32,1432.54,1418.11,1430.17,1243414
2019-03-01,1438.78,1445.03,1432.52,1435.59,1012058
2019-03-04,1438.21,1440.62,1435.8,1438.53,1330517
2019-03-05,1443.55,1444.75,1442.35,1443.69,1819854
2019-03-06,1464.2,1470.17,1458.24,1463.13,840570
2019-03-07,1469.74,1475.03,1464.44,1468.48,1070666
2019-03-08,1485.93,1489.54,1482.33,1483.96,442144
2019-03-11,1491.34,1503.09,1479.6,1485.91,774614
2019-03-12,1493.78,1499.28,1488.27,1492.82,1566890
2019-03-13,1506.43,1507.65,1505.21,1507.47,1316712
2019-03-14,1475.52,1476.11,1474.93,1475.32,501177
2019-03-15,1464.96,1468.78,1461.15,1468.7,1137665
2019-03-18,1459.27,1459.88,1458.65,1458.82,1642726
2019-03-19,1443.54,1445.5,1441.59,1445.34,335637
2019-03-20,1444.55,1449.29,1439.81,1439.82,217702
2019-03-21,1477.34,1482.73,1471.96,1472.91,846178
2019-03-22,1457.55,1463.52,1451.57,1454.34,1347440
2019-03-25,1475.19,1476.21,1474.17,1476.06,695318
2019-03-26,1438.57,1445.29,1431.84,1439.7,1659963
2019-03-27,1428.94,1438.12,1419.76,1432.91,1708984
2019-03-28,1442.82,1449.26,1436.38,1436.85,1111786
2019-03-29,1452.73,1461.9,1443.55,1449.97,819800
2019-04-01,1470.36,1475.93,1464.79,1465.96,179260
2019-04-02,1485.25,1492.23,1478.28,1483.96,1660954
2019-04-03,1473.94,1485.73,1462.14,1476.66,1801036
2019-04-04,1466.51,1472.8,1460.23,1466.89,940540
2019-04-05,1485.71,1495.3,1476.13,1486.34,1081289
2019-04-08,1480.75,1485.31,1476.19,1482.52,1531651
2019-04-09,1451.7,1460.42,1442.98,1454.86,1421204
2019-04-10,1433.55,1437.61,1429.49,1430.77,357035
2019-04-11,1408.71,1415.67,1401.74,1411.59,1377393
2019-04-12,1424.01,1427.5,1420.52,1422.59,1856835
2019-04-15,1428.87,1439.42,1418.32,1426.06,1526302
2019-04-16,1445.25,1453.06,1437.44,1441.34,1013063
2019-04-17,1436.54,1450.23,1422.84,1432.56,1094006
2019-04-18,1436.12,1436.99,1435.25,1436.4,593616
2019-04-19,1445.11,1452.08,1438.15,1450.38,1355442
2019-04-22,1443.53,1453.86,1433.2,1444.1,558830
2019-04-23,1453.06,1458.06,1448.07,1454.46,749531
2019-04-24,1444.19,1452.4,1435.97,1440.52,603646
2019-04-25,1434.38,1438.05,1430.72,1433.13,737108
2019-04-26,1427.88,1430.62,1425.13,1425.37,796775
2019-04-29,1395.96,1404.07,1387.86,1400.46,257657
2019-04-30,1407.33,1413.06,1401.59,1411.15,1463287
2019-05-01,1405.11,1414.82,1395.39,1401.66,937887
2019-05-02,1400.94,1403.35,1398.52,1402.35,1904245
2019-05-03,1413.16,1419.01,1407.32,1412.92,443682
2019-05-06,1426.43,1433.31,1419.56,1422.84,1371171
2019-05-07,1441.16,1453.81,1428.51,1437.55,440457
2019-05-08,1436.9,1443.05,1430.74,1435.86,1139615
2019-05-09,1423.56,1428.75,1418.38,1427.2,1032672
2019-05-10,1423.74,1432.87,1414.61,1425.92,952335
2019-05-13,1392.08,1397.72,1386.45,1390.7,1343954
2019-05-14,1365.87,1372.01,1359.72,1361.24,1673569
2019-05-15,1332.49,1335.41,1329.56,1334.9,701771
2019-05-16,1308.03,1316.77,1299.29,1315.48,1714348
2019-05-17,1321.77,1324.39,1319.14,1323.79,451217
2019-05-20,1305.97,1307.5,1304.45,1306.32,656771
2019-05-21,1301.74,1306.43,1297.05,1299.32,690273
2019-05-22,1323.8,1329.63,1317.96,1325.29,1911498
2019-05-23,1321.02,1325.55,1316.48,1318.62,325288
2019-05-24,1332.53,1336.3,1328.75,1333.69,850719
2019-05-27,1317.69,1321.54,1313.84,1315.54,906430
2019-05-28,1310.41,1312.01,1308.82,1311.88,1620148
2019-05-29,1300.55,1310.72,1290.38,1293.71,1023209
2019-05-30,1289.48,1295.05,1283.91,1287.53,1936957
2019-05-31,1304.98,1315.09,1294.87,1304.25,1506607
2019-06-03,1274.72,1282.51,1266.92,1271.28,1436950
2019-06-04,1279.58,1282.87,1276.29,1279.97,1530546
2019-06-05,1287.95,1301.82,1274.07,1284.93,406946
2019-06-06,1274.11,1282.8,1265.41,1273.91,953197
2019-06-07,1249.42,1255.5,1243.34,1246.95,1213660
2019-06-10,1249.43,1251.35,1247.52,1248.68,496103
2019-06-11,1239.64,1240.3,1238.99,1239.17,325676
2019-06-12,1242.9,1245.06,1240.73,1243.87,357956
2019-06-13,1246.4,1249.58,1243.22,1244.66,1599369
2019-06-14,1273.9,1286.79,1261.01,1275.31,1348074
2019-06-17,1270.22,1274.81,1265.62,1271.12,634498
2019-06-18,1251.32,1255.33,1247.31,1252.13,1500692
2019-06-19,1256.89,1263.56,1250.21,1255.87,1420908
2019-06-20,1257.86,1268.73,1247.0,1260.4,1651353
2019-06-21,1289.94,1293.54,1286.35,1286.75,1829170
2019-06-24,1305.87,1310.83,1300.92,1303.36,1776244
2019-06-25,1311.16,1311.6,1310.73,1310.75,443918
2019-06-26,1340.19,1343.79,1336.59,1340.24,1561589
2019-06-27,1317.95,1320.03,1315.86,1316.95,846429
2019-06-28,1299.47,1312.82,1286.12,1304.76,865932
2019-07-01,1283.42,1291.24,1275.61,1287.14,1329525
2019-07-02,1279.58,1282.05,1277.12,1280.02,1244157
2019-07-03,1251.07,1254.48,1247.66,1254.23,897351
2019-07-04,1273.35,1282.81,1263.89,1266.62,1999021
2019-07-05,1261.11,1268.13,1254.09,1262.78,432155
2019-07-08,1235.91,1245.0,1226.83,1235.6,284136
2019-07-09,1213.34,1218.9,1207.79,1217.29,155236
2019-07-10,1221.29,1228.04,1214.54,1223.39,1647054
2019-07-11,1242.09,1245.38,1238.81,1239.24,872536
2019-07-12,1282.43,1289.04,1275.81,1277.3,930951
2019-07-15,1331.78,1336.48,1327.09,1334.77,1333497
2019-07-16,1343.15,1348.13,1338.18,1343.49,927251
2019-07-17,1333.1,1342.14,1324.05,1324.1,1190569
2019-07-18,1285.04,1295.1,1274.99,1282.81,211063
2019-07-19,1287.0,1288.96,1285.04,1288.35,396858
2019-07-22,1269.03,1274.35,1263.71,1273.12,1870871
2019-07-23,1263.3,1266.06,1260.55,1265.59,956317
2019-07-24,1254.0,1260.11,1247.89,1254.4,418034
2019-07-25,1250.76,1253.98,1247.55,1252.13,801994
2019-07-26,1269.05,1272.73,1265.38,1272.69,736097
2019-07-29,1277.98,1287.99,1267.96,1276.08,620984
2019-07-30,1273.4,1275.25,1271.55,1273.43,657864
2019-07-31,1258.82,1271.1,1246.54,1254.18,1485615
2019-08-01,1224.52,1226.43,1222.61,1223.43,302857
2019-08-02,1217.62,1228.18,1207.07,1214.9,688338
2019-08-05,1216.15,1218.88,1213.42,1214.29,989107
2019-08-06,1250.63,1255.79,1245.46,1247.29,1126269
2019-08-07,1246.68,1252.14,1241.22,1250.11,1772961
2019-08-08,1263.66,1271.93,1255.39,1269.05,1854124
2019-08-09,1258.81,1265.38,1252.24,1259.96,665084
2019-08-12,1238.81,1246.73,1230.89,1238.14,1124624
2019-08-13,1217.88,1223.39,1212.36,1220.71,142474
2019-08-14,1207.59,1213.22,1201.96,1207.86,1272343
2019-08-15,1249.93,1253.41,1246.45,1247.42,390513
2019-08-16,1234.95,1238.85,1231.06,1232.52,239167
2019-08-19,1252.67,1257.03,1248.32,1248.49,1376269
2019-08-20,1224.29,1235.2,1213.37,1232.06,438454
2019-08-21,1251.56,1259.31,1243.8,1249.78,1007013
2019-08-22,1258.41,1259.82,1256.99,1257.39,291807
2019-08-23,1257.94,1266.49,1249.39,1254.82,1516774
2019-08-26,1253.17,1255.74,1250.59,1254.43,1553144
2019-08-27,1237.36,1244.01,1230.71,1242.54,1192135
2019-08-28,1258.25,1266.87,1249.62,1251.26,1688250
2019-08-29,1243.6,1249.69,1237.52,1243.12,929924
2019-08-30,1216.39,1220.9,1211.89,1220.84,454265
2019-09-02,1201.98,1210.63,1193.32,1198.02,387534
2019-09-03,1202.55,1206.59,1198.51,1201.49,516616
2019-09-04,1232.35,1236.58,1228.13,1230.65,480583
2019-09-05,1234.51,1237.16,1231.86,1233.98,714093
2019-09-06,1233.86,1236.65,1231.07,1232.16,507243
2019-09-09,1241.31,1245.11,1237.51,1237.82,1223047
2019-09-10,1258.05,1265.27,1250.82,1262.69,381887
2019-09-11,1270.36,1275.33,1265.38,1267.23,1281412
2019-09-12,1261.67,1265.95,1257.39,1259.82,734790
2019-09-13,1283.25,1285.95,1280.54,1281.29,1404832
2019-09-16,1286.97,1293.67,1280.26,1289.94,1074553
2019-09-17,1317.56,1321.82,1313.29,1320.4,1819866
2019-09-18,1322.5,1326.93,1318.07,1324.43,935766
2019-09-19,1300.97,1302.16,1299.79,1300.71,660576
2019-09-20,1273.71,1278.96,1268.47,1274.67,1219325
2019-09-23,1306.38,1307.33,1305.43,1307.03,1351642
2019-09-24,1343.55,1346.39,1340.72,1341.66,934555
2019-09-25,1336.29,1343.29,1329.29,1338.46,1163473
2019-09-26,1329.44,1336.18,1322.7,1331.18,994644
2019-09-27,1362.9,1368.66,1357.14,1361.1,681090
2019-09-30,1340.17,1344.32,1336.03,1339.08,695773
2019-10-01,1320.5,1322.73,1318.27,1321.63,1824088
2019-10-02,1328.5,1336.34,1320.65,1334.84,1383135
2019-10-03,1328.06,1338.81,1317.31,1327.36,281418
2019-10-04,1327.83,1332.51,1323.16,1327.66,1927951
2019-10-07,1322.2,1326.05,1318.34,1324.81,1452801
2019-10-08,1334.14,1337.92,1330.37,1331.93,195313
2019-10-09,1366.45,1372.37,1360.52,1360.76,1482960
2019-10-10,1364.16,1365.45,1362.88,1363.02,1220285
2019-10-11,1384.45,1393.16,1375.74,1376.66,1839120
2019-10-14,1335.79,1338.92,1332.65,1335.37,1029805
2019-10-15,1335.9,1337.92,1333.89,1334.79,1085303
2019-10-16,1318.04,1324.66,1311.41,1318.41,697953
2019-10-17,1295.29,1303.3,1287.28,1294.92,711082
2019-10-18,1279.78,1288.57,1270.99,1278.35,1274050
2019-10-21,1272.47,1280.5,1264.44,1272.35,1672707
2019-10-22,1288.62,1294.27,1282.97,1290.33,1792272
2019-10-23,1264.08,1267.29,1260.87,1265.29,1564539
2019-10-24,1268.27,1277.09,1259.44,1266.26,1258565
2019-10-25,1255.75,1258.0,1253.5,1257.47,1050599
2019-10-28,1255.2,1261.28,1249.12,1251.68,745251
2019-10-29,1272.89,1276.55,1269.23,1271.03,1558929
2019-10-30,1282.06,1296.77,1267.35,1281.72,704475
2019-10-31,1301.02,1309.16,1292.88,1308.08,608963
2019-11-01,1302.01,1306.82,1297.19,1305.44,1748944
2019-11-04,1283.0,1292.43,1273.58,1292.27,1220062
2019-11-05,1291.43,1297.86,1285.01,1288.33,773018
2019-11-06,1294.12,1303.75,1284.48,1293.41,1743848
2019-11-07,1293.53,1298.72,1288.34,1297.23,1929096
2019-11-08,1280.32,1287.76,1272.88,1276.68,704170
2019-11-11,1279.2,1285.31,1273.09,1278.8,1090692
2019-11-12,1285.7,1289.7,1281.7,1283.57,1018744
2019-11-13,1332.55,1338.1,1327.01,1333.37,1433133
2019-11-14,1374.43,1381.33,1367.53,1371.85,1906985
2019-11-15,1352.0,1359.99,1344.0,1354.81,1142205
2019-11-18,1355.91,1365.64,1346.18,1349.39,1616602
2019-11-19,1321.57,1324.18,1318.95,1320.49,1231646
2019-11-20,1308.1,1316.75,1299.44,1309.23,1785374
2019-11-21,1316.85,1324.31,1309.39,1315.84,868717
2019-11-22,1338.24,1343.81,1332.67,1340.26,831969
2019-11-25,1331.55,1338.78,1324.32,1326.08,902597
2019-11-26,1311.86,1314.44,1309.29,1313.52,1993359
2019-11-27,1275.68,1280.16,1271.2,1272.27,1261738
2019-11-28,1270.87,1273.6,1268.15,1269.55,389874
2019-11-29,1247.07,1251.7,1242.44,1249.86,177697
2019-12-02,1241.54,1251.28,1231.81,1240.34,1085664
2019-12-03,1224.25,1225.5,1223.0,1224.5,1630823
2019-12-04,1221.76,1231.58,1211.94,1223.14,1010619
2019-12-05,1187.6,1194.07,1181.13,1191.67,1164398
2019-12-06,1166.98,1171.63,1162.33,1166.08,1617021
2019-12-09,1205.41,1209.08,1201.75,1204.29,1081054
2019-12-10,1179.22,1188.5,1169.94,1181.61,1826373
2019-12-11,1162.63,1164.56,1160.7,1162.68,1312075
2019-12-12,1194.49,1196.6,1192.37,1195.52,1489164
2019-12-13,1249.06,1249.35,1248.76,1249.14,1584782
2019-12-16,1229.24,1233.74,1224.74,1227.75,1290950
2019-12-17,1218.78,1222.74,1214.82,1221.35,195125
2019-12-18,1225.83,1230.01,1221.65,1227.99,912115
2019-12-19,1263.11,1268.01,1258.21,1260.63,368823
2019-12-20,1235.49,1249.99,1220.98,1242.48,1069619
2019-12-23,1236.95,1239.86,1234.04,1238.29,372015
2019-12-24,1250.52,1253.23,1247.81,1253.18,1067670
2019-12-25,1260.59,1265.17,1256.02,1261.76,753294
2019-12-26,1250.29,1257.65,1242.93,1255.04,138700
2019-12-27,1253.78,1257.58,1249.99,1252.9,337261
2019-12-30,1226.37,1231.01,1221.72,1227.69,1055787
2019-12-31,1219.98,1225.12,1214.85,1223.68,249753
2020-01-01,1220.65,1223.82,1217.48,1219.17,1726344
2020-01-02,1223.45,1227.23,1219.67,1223.79,1541521
2020-01-03,1212.89,1220.86,1204.92,1214.0,1447620
2020-01-06,1225.03,1230.24,1219.82,1222.98,427023
2020-01-07,1237.67,1244.72,1230.63,1242.08,1611846
2020-01-08,1243.04,1246.47,1239.61,1245.35,1305915
2020-01-09,1254.2,1256.96,1251.45,1252.31,841921
2020-01-10,1253.55,1256.11,1250.98,1253.69,100788
2020-01-13,1254.87,1260.67,1249.07,1254.07,1105049
2020-01-14,1241.42,1246.29,1236.56,1240.94,1612222
2020-01-15,1244.52,1249.89,1239.15,1247.22,163618
2020-01-16,1246.63,1254.67,1238.59,1245.77,199997
2020-01-17,1286.77,1297.56,1275.99,1285.89,827696
2020-01-20,1318.14,1321.91,1314.37,1317.0,1071990
2020-01-21,1327.97,1335.57,1320.38,1325.04,1001390
2020-01-22,1308.17,1311.97,1304.38,1310.35,909786
2020-01-23,1290.37,1295.18,1285.56,1289.05,584896
2020-01-24,1313.67,1314.68,1312.67,1312.69,213742
2020-01-27,1318.97,1320.12,1317.82,1318.27,159357
2020-01-28,1330.86,1336.3,1325.42,1328.19,287739
2020-01-29,1297.91,1306.86,1288.96,1294.27,1411775
2020-01-30,1316.2,1321.61,1310.79,1312.8,1593358
2020-01-31,1323.24,1326.04,1320.44,1322.18,926666
2020-02-03,1300.05,1301.09,1299.02,1300.73,247095
2020-02-04,1292.51,1298.32,1286.71,1291.95,889788
2020-02-05,1296.26,1304.01,1288.51,1297.46,1972720
2020-02-06,1298.05,1300.34,1295.76,1298.87,574974
2020-02-07,1293.14,1295.71,1290.58,1293.57,1033118
2020-02-10,1290.56,1296.98,1284.15,1291.96,1121877
2020-02-11,1289.7,1292.96,1286.43,1287.47,726880
2020-02-12,1289.88,1295.46,1284.31,1290.8,932250
2020-02-13,1317.43,1324.22,1310.63,1320.01,996305
2020-02-14,1276.38,1283.1,1269.66,1270.54,1000570
2020-02-17,1268.49,1270.64,1266.35,1266.41,1463594
2020-02-18,1269.84,1272.34,1267.35,1270.15,1203655
2020-02-19,1276.15,1285.96,1266.34,1276.18,201460
2020-02-20,1273.41,1280.03,1266.8,1269.46,112016
2020-02-21,1237.51,1243.14,1231.88,1236.82,880321
2020-02-24,1240.63,1243.84,1237.43,1243.29,1824622
2020-02-25,1281.65,1287.53,1275.77,1276.31,170099
2020-02-26,1243.35,1253.32,1233.38,1247.66,235066
2020-02-27,1264.93,1268.07,1261.78,1264.31,1390595
2020-02-28,1253.27,1259.62,1246.92,1258.47,956757
2020-03-02,1255.36,1257.79,1252.93,1257.69,538200
2020-03-03,1233.22,1242.61,1223.84,1238.35,494008
2020-03-04,1226.89,1233.44,1220.35,1232.53,1363512
2020-03-05,1251.28,1259.42,1243.15,1257.17,1095186
2020-03-06,1268.14,1271.63,1264.66,1268.59,1312635
2020-03-09,1299.01,1304.19,1293.83,1302.38,632437
2020-03-10,1328.0,1332.16,1323.84,1325.98,1100105
2020-03-11,1344.12,1357.27,1330.97,1335.14,1734012
2020-03-12,1372.67,1380.38,1364.96,1370.94,701512
2020-03-13,1382.07,1385.41,1378.72,1380.41,853083
2020-03-16,1398.38,1400.6,1396.15,1398.08,411111
2020-03-17,1391.18,1399.1,1383.25,1392.29,1313635
2020-03-18,1391.47,1397.22,1385.73,1394.1,161771
2020-03-19,1381.68,1388.03,1375.34,1380.01,572871
2020-03-20,1403.26,1412.1,1394.41,1401.07,1454813
2020-03-23,1378.67,1381.01,1376.33,1376.93,136871
2020-03-24,1397.74,1404.28,1391.19,1393.61,1979267
2020-03-25,1392.39,1403.56,1381.22,1390.04,867893
2020-03-26,1416.56,1429.19,1403.94,1415.1,857533
2020-03-27,1429.12,1437.11,1421.14,1431.56,1119324
2020-03-30,1475.77,1482.51,1469.02,1471.64,1314447
2020-03-31,1482.65,1494.41,1470.89,1488.3,973139
2020-04-01,1450.65,1457.19,1444.12,1454.06,1780074
2020-04-02,1448.4,1457.0,1439.8,1453.03,1927827
2020-04-03,1429.5,1430.87,1428.13,1428.14,480665
2020-04-06,1418.68,1422.35,1415.02,1417.51,1442994
2020-04-07,1448.42,1461.21,1435.63,1450.44,671734
2020-04-08,1463.72,1474.82,1452.62,1464.82,1991772
2020-04-09,1453.42,1459.93,1446.9,1449.97,581300
2020-04-10,1429.6,1431.44,1427.76,1428.52,660614
2020-04-13,1429.4,1431.06,1427.74,1429.65,1457053
2020-04-14,1405.78,1411.74,1399.82,1404.22,1599201
2020-04-15,1386.76,1396.85,1376.67,1390.57,344309
2020-04-16,1401.68,1411.59,1391.77,1397.52,1155561
2020-04-17,1422.1,1429.83,1414.36,1422.37,756779
2020-04-20,1434.14,1443.69,1424.58,1435.85,1262344
2020-04-21,1386.66,1390.9,1382.42,1387.76,1157787
2020-04-22,1391.48,1396.48,1386.47,1394.52,1973121
2020-04-23,1401.56,1407.41,1395.72,1396.45,1873967
2020-04-24,1398.91,1407.13,1390.7,1405.57,1342575
2020-04-27,1435.33,1442.61,1428.05,1440.49,1390889
2020-04-28,1395.23,1397.76,1392.7,1397.01,1807752
2020-04-29,1387.67,1396.68,1378.65,1385.1,448631
2020-04-30,1399.32,1404.39,1394.26,1397.85,1478925
2020-05-01,1363.54,1365.58,1361.5,1365.49,1566945
2020-05-04,1388.84,1397.61,1380.06,1396.47,342033
2020-05-05,1405.68,1412.83,1398.53,1404.63,1774489
2020-05-06,1424.49,1428.62,1420.36,1423.01,1428905
2020-05-07,1413.61,1420.89,1406.33,1411.3,759552
2020-05-08,1431.97,1437.29,1426.66,1429.06,1020199
2020-05-11,1452.95,1456.42,1449.47,1452.58,1030236
2020-05-12,1463.89,1478.42,1449.35,1458.1,1845716
2020-05-13,1459.62,1468.8,1450.43,1463.68,1941564
2020-05-14,1470.12,1472.25,1468.0,1470.07,1632985
2020-05-15,1450.74,1467.54,1433.94,1451.59,1339196
2020-05-18,1453.25,1460.34,1446.15,1448.81,297855
2020-05-19,1441.84,1448.08,1435.61,1445.94,1838165
2020-05-20,1455.72,1459.25,1452.19,1454.71,354439
2020-05-21,1477.26,1480.1,1474.41,1477.14,416935
2020-05-22,1456.11,1459.26,1452.96,1454.3,232260
2020-05-25,1451.21,1454.18,1448.24,1452.01,1900721
2020-05-26,1483.57,1487.39,1479.76,1485.09,1037165
2020-05-27,1472.04,1477.86,1466.23,1469.06,548339
2020-05-28,1452.43,1455.37,1449.49,1451.48,253466
2020-05-29,1458.66,1462.52,1454.8,1456.33,882784
2020-06-01,1466.02,1476.61,1455.42,1475.34,1474988
2020-06-02,1479.37,1485.0,1473.74,1476.03,1989665
2020-06-03,1504.11,1516.66,1491.55,1506.2,1149481
2020-06-04,1528.28,1531.98,1524.58,1526.14,1253551
2020-06-05,1544.71,1548.52,1540.9,1546.0,1688181
2020-06-08,1556.25,1560.3,1552.19,1559.37,1813479
2020-06-09,1619.52,1624.15,1614.88,1615.26,631611
2020-06-10,1610.84,1615.82,1605.87,1610.78,1984599
2020-06-11,1556.34,1564.64,1548.04,1563.56,1086367
2020-06-12,1606.16,1615.17,1597.14,1602.13,1867266
2020-06-15,1585.5,1593.55,1577.45,1591.64,323211
2020-06-16,1594.7,1602.99,1586.4,1594.7,285113
2020-06-17,1619.14,1627.95,1610.33,1626.82,1780759
2020-06-18,1589.88,1593.81,1585.96,1588.66,1377880
2020-06-19,1549.71,1561.6,1537.83,1559.58,432509
2020-06-22,1527.55,1532.72,1522.38,1523.03,1800350
2020-06-23,1504.57,1506.46,1502.68,1505.44,294488
2020-06-24,1517.23,1524.75,1509.72,1515.86,1396367
2020-06-25,1521.6,1535.79,1507.41,1528.28,489596
2020-06-26,1530.92,1536.1,1525.73,1535.09,234136
2020-06-29,1506.3,1509.73,1502.86,1503.35,1631839
2020-06-30,1449.54,1458.47,1440.61,1452.59,1710058
2020-07-01,1450.49,1454.69,1446.3,1454.21,301047
2020-07-02,1445.86,1464.42,1427.3,1444.39,276950
2020-07-03,1455.5,1464.54,1446.46,1454.81,1267412
2020-07-06,1472.37,1475.09,1469.66,1470.65,154548
2020-07-07,1476.6,1479.51,1473.68,1474.15,1517744
2020-07-08,1485.98,1492.19,1479.76,1491.5,1839752
2020-07-09,1493.64,1501.14,1486.15,1497.08,1527054
2020-07-10,1516.26,1524.02,1508.51,1509.49,538306
2020-07-13,1492.18,1498.82,1485.55,1494.06,461115
2020-07-14,1488.79,1507.65,1469.92,1490.49,1393141
2020-07-15,1495.37,1495.74,1495.0,1495.34,217085
2020-07-16,1516.73,1519.31,1514.16,1514.32,1121629
2020-07-17,1509.26,1516.58,1501.95,1505.85,952732
2020-07-20,1513.76,1519.92,1507.59,1518.12,1514729
2020-07-21,1512.59,1513.91,1511.28,1512.54,484722
2020-07-22,1516.54,1524.49,1508.58,1510.33,1548419
2020-07-23,1528.1,1537.66,1518.55,1529.69,1428614
2020-07-24,1483.26,1487.22,1479.3,1485.09,553556
2020-07-27,1453.16,1461.38,1444.94,1456.92,777716
2020-07-28,1424.25,1429.07,1419.43,1425.31,225428
2020-07-29,1370.79,1377.96,1363.61,1376.7,953772
2020-07-30,1360.88,1364.05,1357.71,1363.17,595140
2020-07-31,1381.22,1385.93,1376.5,1379.0,315621
2020-08-03,1375.96,1379.97,1371.95,1373.53,1163833
2020-08-04,1381.58,1387.99,1375.17,1378.02,1178345
2020-08-05,1400.66,1408.13,1393.19,1401.14,263294
2020-08-06,1427.27,1431.63,1422.9,1429.75,452495
2020-08-07,1435.42,1445.3,1425.55,1428.7,256940
2020-08-10,1461.56,1469.58,1453.54,1458.44,1390072
2020-08-11,1461.62,1464.53,1458.71,1460.9,742259
2020-08-12,1441.54,1447.0,1436.08,1443.1,235220
2020-08-13,1428.21,1431.64,1424.78,1430.72,463922
2020-08-14,1398.72,1403.02,1394.41,1399.71,1954199
2020-08-17,1377.96,1384.63,1371.3,1381.6,585932
2020-08-18,1372.63,1376.74,1368.52,1374.62,1400601
2020-08-19,1391.11,1394.27,1387.95,1391.7,990031
2020-08-20,1428.1,1429.85,1426.35,1428.52,445286
2020-08-21,1401.75,1406.92,1396.59,1399.63,684033
2020-08-24,1407.58,1409.14,1406.01,1408.32,126779
2020-08-25,1385.73,1396.04,1375.42,1386.93,1519276
2020-08-26,1399.66,1404.02,1395.29,1397.26,735479
2020-08-27,1393.96,1396.4,1391.51,1394.93,1048562
2020-08-28,1358.66,1360.4,1356.92,1357.55,390345
2020-08-31,1376.69,1380.52,1372.86,1377.0,1666002
2020-09-01,1364.92,1365.05,1364.79,1364.97,514981
2020-09-02,1357.85,1367.2,1348.49,1354.49,1175938
2020-09-03,1333.27,1339.37,1327.17,1333.33,1758225
2020-09-04,1319.45,1326.72,1312.19,1320.7,1455073
2020-09-07,1327.1,1336.72,1317.48,1329.6,1246088
2020-09-08,1322.85,1328.72,1316.98,1326.23,1787273
2020-09-09,1332.0,1334.37,1329.62,1333.19,435269
2020-09-10,1341.55,1345.63,1337.47,1340.85,1930750
2020-09-11,1367.29,1368.71,1365.86,1368.08,1157652
2020-09-14,1365.7,1370.28,1361.13,1361.47,878727
2020-09-15,1330.83,1334.54,1327.13,1332.05,585983
2020-09-16,1354.55,1355.43,1353.66,1353.95,1515358
2020-09-17,1348.25,1349.36,1347.13,1347.64,1954781
2020-09-18,1370.4,1371.9,1368.9,1370.77,1411214
2020-09-21,1383.96,1389.42,1378.51,1379.09,162238
2020-09-22,1374.9,1383.87,1365.92,1376.79,991265
2020-09-23,1389.65,1399.03,1380.28,1384.43,1491405
2020-09-24,1425.24,1444.99,1405.49,1425.97,855128
2020-09-25,1471.76,1476.18,1467.34,1471.53,1568694
2020-09-28,1474.84,1476.97,1472.7,1473.51,1443851
2020-09-29,1478.87,1483.23,1474.51,1477.5,227609
2020-09-30,1500.95,1504.83,1497.06,1501.99,1160138
